,performance_mgmt_index,job_stress_index,org_commitment_index,job_satisfaction_index
performance_mgmt_index,1.0,-0.4105831181385271,0.5738130529953422,0.5061631046343019
job_stress_index,-0.4105831181385271,1.0,-0.32669017726285,-0.34654987234052
org_commitment_index,0.5738130529953422,-0.32669017726285,1.0,0.686622256244395
job_satisfaction_index,0.5061631046343019,-0.34654987234052,0.686622256244395,1.0
