,performance_mgmt_index,job_stress_index,org_commitment_index,job_satisfaction_index
performance_mgmt_index,1.0,-0.4148595211488412,0.5740293933078656,0.496488843324144
job_stress_index,-0.4148595211488412,1.0,-0.3368117250728246,-0.35788071531821947
org_commitment_index,0.5740293933078656,-0.3368117250728246,1.0,0.6973208039904593
job_satisfaction_index,0.496488843324144,-0.35788071531821947,0.6973208039904593,1.0
