,performance_mgmt_index,job_stress_index,org_commitment_index,job_satisfaction_index
performance_mgmt_index,1.0,-0.412962647101166,0.5805073850889647,0.4966366985119994
job_stress_index,-0.412962647101166,1.0,-0.33458088923578105,-0.35566143249339066
org_commitment_index,0.5805073850889647,-0.33458088923578105,1.0,0.7037216516508255
job_satisfaction_index,0.4966366985119994,-0.35566143249339066,0.7037216516508255,1.0
