,performance_mgmt_index,job_stress_index,org_commitment_index,job_satisfaction_index
performance_mgmt_index,1.0,-0.3684153933935121,0.5432882649354868,0.4568094808719908
job_stress_index,-0.3684153933935121,1.0,-0.30774497387056554,-0.33762705016217376
org_commitment_index,0.5432882649354868,-0.30774497387056554,1.0,0.6734722185955062
job_satisfaction_index,0.4568094808719908,-0.33762705016217376,0.6734722185955062,1.0
