,performance_mgmt_index,job_stress_index,org_commitment_index,job_satisfaction_index
performance_mgmt_index,1.0,-0.42146253701871583,0.5712228675112816,0.49023233220814294
job_stress_index,-0.42146253701871583,1.0,-0.34369897638607255,-0.3656277033728251
org_commitment_index,0.5712228675112816,-0.34369897638607255,1.0,0.696947290657513
job_satisfaction_index,0.49023233220814294,-0.3656277033728251,0.696947290657513,1.0
